,,,,,
10047.7771382,63200.3288955,193245.558412,4.19444477302e-05,5.04454096273e-08,2.59487988441e-06
17997550.2237,155.469069796,43752.7026417,4.1306116474e-05,8.11752443042e-06,4.04663752996e-05
17997550.2237,155.469069796,43752.7026417,4.1306116474e-05,8.11752443042e-06,4.04663752996e-05
96013.8512014,14943.1395656,96096.6306782,0.000211972154984,1.45464890523e-06,8.08439734156e-13
96013.8512014,14943.1395656,96096.6306782,0.000211972154984,1.45464890523e-06,8.08439734156e-13
2.08092387766e-09,1.45519152284e-11,2.91038304567e-11,5.42101086243e-20,0.0,0.0
2.08092387766e-09,1.45519152284e-11,2.91038304567e-11,5.42101086243e-20,0.0,0.0
2.08092387766e-09,1.45519152284e-11,2.91038304567e-11,5.42101086243e-20,0.0,0.0
2.08092387766e-09,1.45519152284e-11,2.91038304567e-11,5.42101086243e-20,0.0,0.0
419.765762691,60571.372643,1078607.02849,1.19681966827e-05,9.74791332737e-05,1.1145260892e-07
419.765762691,60571.372643,1078607.02849,1.19681966827e-05,9.74791332737e-05,1.1145260892e-07
29183673.4093,11477968.097,1743820.55549,0.000271918946249,0.0100561305617,0.0014226391568
29183673.4093,11477968.097,1743820.55549,0.000271918946249,0.0100561305617,0.0014226391568
19559919.9525,3358827.68453,36.0549961049,3.32917871049e-05,0.00427469506643,0.000529795135124
19559919.9525,3358827.68453,36.0549961049,3.32917871049e-05,0.00427469506643,0.000529795135124
18035.3447728,31382.5254607,43238.2615295,6.09244582961e-06,7.7493041335e-06,3.10672964698e-06
18035.3447728,31382.5254607,43238.2615295,6.09244582961e-06,7.7493041335e-06,3.10672964698e-06
2719.91537815,453544.49055,1324386.60158,5.00241002324e-06,0.000152791451459,2.66181703239e-05
2719.91537815,453544.49055,1324386.60158,5.00241002324e-06,0.000152791451459,2.66181703239e-05
7.79846232035e-09,0.0,0.0,1.32984172719e-19,8.13151629364e-19,0.0
7.79846232035e-09,0.0,0.0,1.32984172719e-19,8.13151629364e-19,0.0
101334.392578,9.10645882527,38138427.0981,0.0137301872031,2.9618283216e-10,1.83250012924e-05
101334.392578,9.10645882527,38138427.0981,0.0137301872031,2.9618283216e-10,1.83250012924e-05
7.82893039286e-09,0.0,1.49011611938e-08,0.0,8.13151681063e-19,0.0
7.82893039286e-09,0.0,1.49011611938e-08,0.0,8.13151681063e-19,0.0
253170.382098,27885.3532563,3699727.33976,0.0002577499109,1.01324743708e-05,6.50019072168e-06
253170.382098,27885.3532563,3699727.33976,0.0002577499109,1.01324743708e-05,6.50019072168e-06
7.97444954515e-09,0.0,1.49011611938e-08,0.0,8.1145756347e-19,0.0
7.97444954515e-09,0.0,1.49011611938e-08,0.0,8.1145756347e-19,0.0
256613.535528,35.4785121038,110313463.211,2.46467380016e-06,8.03129580626e-08,1.5404211251e-07
256613.535528,35.4785121038,110313463.211,2.46467380016e-06,8.03129580626e-08,1.5404211251e-07
7.85803422332e-09,0.0,0.0,0.0,8.11484033249e-19,0.0
7.85803422332e-09,0.0,0.0,0.0,8.11484033249e-19,0.0
7.85803422332e-09,0.0,0.0,0.0,8.11484033249e-19,0.0
7.85803422332e-09,0.0,0.0,0.0,8.11484033249e-19,0.0
3964.00630957,13444.6402652,118919.548828,1.64178194319e-06,2.88973783182e-08,1.57226168085e-07
3964.00630957,13444.6402652,118919.548828,1.64178194319e-06,2.88973783182e-08,1.57226168085e-07
1764.0808443,35.2878959486,3036.99376062,2.21902200792e-06,2.31496600479e-10,2.95757448043e-06
1764.0808443,35.2878959486,3036.99376062,2.21902200792e-06,2.31496600479e-10,2.95757448043e-06
24685.5954366,28541.339015,177181.37296,0.000343229277485,3.18753200474e-05,3.10685921434e-07
