;timestamp;gyro-alpha;gyro-beta;gyro-gamma;accel-x;accel-y;accel-z
427;1481372688134;1.5546875;0.1796875;3.53125;0.0517578125;0.015625;0.921875
428;1481372688274;0.4296875;-2.46875;4.6875;0.043212890625;0.028076171875;0.953369140625
429;1481372688414;0.234375;-1.0859375;3.21875;-0.000732421875;0.015380859375;0.934814453125
430;1481372688554;1.3359375;0.6328125;4.234375;0.040283203125;-0.00146484375;1.0390625
431;1481372688694;0.1640625;-0.0390625;4.0078125;-0.000244140625;-0.026123046875;0.980224609375
432;1481372688840;0.9375;-0.5390625;3.7578125;0.020751953125;-0.013671875;0.9619140625
433;1481372688974;-0.15625;-1.8984375;3.9765625;0.037841796875;0.016357421875;0.905517578125
434;1481372689114;0.265625;-0.6015625;4.125;-0.014404296875;0.0283203125;0.962890625
435;1481372689260;1.609375;-1.0234375;4.34375;0.053955078125;-0.021484375;0.96435546875
436;1481372689394;-0.078125;0.03125;2.984375;-0.04296875;0.050048828125;1.02587890625
437;1481372689534;-0.59375;-1.3046875;3.3828125;-0.001220703125;-0.05029296875;0.95166015625
438;1481372689674;0.5234375;-0.484375;5.109375;0.087158203125;0.031982421875;0.954833984375
439;1481372689814;0.3046875;0.5390625;3.5;-0.03076171875;0.01708984375;1.00952148438
440;1481372689954;0.8984375;-1.65625;4.4296875;0.030029296875;-0.005615234375;0.947265625
441;1481372690094;1.5546875;-0.2578125;4.3359375;-0.058837890625;0.027099609375;0.951416015625
442;1481372690234;0.3515625;-1.5546875;3.3046875;-0.007568359375;0.01220703125;0.90283203125
443;1481372690374;0.5546875;-0.4765625;2.2734375;-0.01513671875;-0.004638671875;1.00024414062
444;1481372690514;-1.046875;-2.4765625;4.875;-0.035888671875;0.027099609375;0.949951171875
445;1481372690654;0.9140625;0.578125;3.6484375;0.0244140625;0.064208984375;0.9814453125
446;1481372690800;-0.765625;-0.5546875;4.3046875;0.0;0.008544921875;0.931396484375
447;1481372690934;0.7578125;-1.7578125;3.7421875;0.0087890625;-0.009521484375;0.9775390625
448;1481372691080;0.65625;-2.1171875;2.9296875;0.019775390625;0.10693359375;1.00415039062
449;1481372691214;0.4765625;-2.296875;2.5390625;0.03076171875;-0.021728515625;0.94873046875
450;1481372691354;0.125;-2.390625;4.296875;-0.0048828125;0.016845703125;1.01806640625
451;1481372691494;0.171875;0.890625;3.6796875;0.035888671875;-0.01953125;0.924560546875
452;1481372691634;-0.15625;0.015625;3.125;0.01318359375;0.019287109375;0.957275390625
453;1481372691774;-0.4609375;-1.4453125;3.6875;-0.07666015625;-0.0498046875;0.928466796875
454;1481372691914;1.125;-0.390625;3.234375;-0.008056640625;0.009033203125;0.9873046875
455;1481372692054;1.8515625;-1.125;2.8203125;0.0498046875;0.0732421875;0.96435546875
456;1481372692194;1.3203125;-2.234375;3.6953125;0.033935546875;-0.003173828125;1.00708007812
