;timestamp;gyro-alpha;gyro-beta;gyro-gamma;accel-x;accel-y;accel-z
430;1481373215155;0.15625;-2.25;4.3359375;0.001708984375;0.288330078125;0.95556640625
431;1481373215295;0.1328125;0.515625;3.03125;-0.008056640625;-0.04150390625;0.86669921875
432;1481373215435;0.5546875;1.640625;2.9921875;-0.14404296875;0.09375;0.879150390625
433;1481373215575;-0.1015625;-0.8984375;2.71875;-0.002685546875;0.1005859375;0.86376953125
434;1481373215721;0.4765625;0.0078125;2.734375;-0.021484375;0.1123046875;0.84228515625
435;1481373215855;0.7109375;-0.359375;2.4375;-0.01953125;0.111328125;0.9033203125
436;1481373215995;1.40625;-1.0078125;3.859375;-0.126953125;0.06103515625;0.848388671875
437;1481373216135;1.609375;0.6953125;4.2265625;-0.14453125;0.0966796875;0.849853515625
438;1481373216275;2.03125;0.390625;4.078125;-0.00830078125;0.127197265625;0.823486328125
439;1481373216414;-0.9765625;-1.4609375;3.5078125;-0.039794921875;0.096923828125;0.910888671875
440;1481373216555;1.375;-0.1875;4.03125;-0.17333984375;0.01171875;0.928466796875
441;1481373216695;-0.09375;-0.1875;4.796875;-0.14892578125;0.140625;0.876953125
442;1481373216835;0.390625;-0.53125;5.3046875;-0.09228515625;0.065185546875;0.7890625
443;1481373216975;0.1875;-2.125;4.3984375;-0.1552734375;0.121826171875;0.94970703125
444;1481373217114;1.171875;0.1484375;5.5390625;-0.064697265625;0.11083984375;0.957763671875
445;1481373217261;0.890625;-0.8046875;2.828125;-0.1240234375;0.2119140625;1.00854492188
446;1481373217395;0.125;0.421875;2.5859375;-0.06640625;0.027587890625;0.793701171875
447;1481373217535;0.25;0.359375;2.9375;-0.02783203125;0.16796875;0.9091796875
448;1481373217675;0.46875;-1.0390625;4.015625;-0.049072265625;0.1328125;0.95361328125
449;1481373217815;1.7734375;-1.1640625;3.4453125;-0.025390625;0.05078125;0.911865234375
450;1481373217955;0.28125;0.109375;3.8046875;-0.190185546875;0.088623046875;0.957275390625
451;1481373218101;0.8828125;1.359375;3.546875;0.005126953125;0.08837890625;0.83251953125
452;1481373218235;0.3984375;-0.3671875;1.953125;-0.03857421875;0.047119140625;0.993408203125
453;1481373218374;1.0859375;-0.9921875;3.4453125;-0.13720703125;0.16845703125;0.935302734375
454;1481373218514;0.84375;-0.2734375;3.75;-0.110595703125;0.07080078125;0.9091796875
455;1481373218661;0.3125;0.0;3.4375;-0.103759765625;0.082763671875;0.953369140625
456;1481373218794;0.25;-1.9453125;2.71875;-0.0791015625;0.099609375;0.8720703125
457;1481373218934;1.0078125;-1.484375;3.9296875;-0.17236328125;0.23095703125;0.98095703125
458;1481373219074;1.0703125;-0.125;3.7421875;-0.077392578125;0.110595703125;0.968505859375
459;1481373219214;0.3046875;0.7421875;2.953125;-0.023193359375;0.048583984375;0.862060546875
460;1481373219354;0.015625;-0.3359375;3.640625;-0.145263671875;0.162841796875;0.8828125
461;1481373219494;0.59375;-0.125;3.578125;-0.092041015625;0.1142578125;0.828369140625
462;1481373219641;1.6875;-0.28125;5.0625;-0.1181640625;0.067626953125;0.908447265625
463;1481373219774;1.609375;-0.1640625;3.0234375;-0.130615234375;0.12646484375;0.9619140625
464;1481373219914;2.6796875;-0.8671875;2.9453125;-0.00732421875;0.0595703125;0.98583984375
465;1481373220054;0.9765625;0.0625;2.375;-0.03662109375;0.07373046875;0.962646484375
466;1481373220194;-0.0546875;0.0703125;3.28125;-0.073974609375;0.130126953125;0.97509765625
467;1481373220334;0.0390625;-0.8671875;3.4375;-0.046875;0.15625;0.908447265625
468;1481373220474;2.203125;-0.9453125;4.4609375;-0.0361328125;0.066650390625;0.930419921875
469;1481373220614;1.5078125;1.0390625;4.8046875;-0.087646484375;0.07177734375;0.857666015625
470;1481373220761;0.359375;-0.9296875;3.15625;-0.0859375;0.047119140625;0.85400390625
471;1481373220894;0.5703125;-0.8515625;4.0;-0.160400390625;0.20166015625;1.01806640625
472;1481373221034;0.390625;-0.859375;2.3828125;-0.1435546875;0.18359375;0.925537109375
473;1481373221174;0.78125;1.765625;3.7265625;-0.07275390625;0.0927734375;0.9189453125
474;1481373221314;1.890625;-0.359375;3.0625;-0.044189453125;0.1064453125;0.777099609375
475;1481373221461;1.1015625;-0.1640625;3.375;-0.06884765625;0.0517578125;0.956787109375
476;1481373221595;1.703125;-1.1171875;2.5234375;-0.114013671875;0.0908203125;0.932861328125
477;1481373221734;0.5859375;0.0625;2.59375;-0.110107421875;0.074462890625;0.842041015625
478;1481373221874;0.5546875;-0.1796875;3.2578125;-0.158447265625;0.140869140625;0.927490234375
479;1481373222014;0.609375;0.6953125;3.140625;-0.088134765625;0.1171875;0.95068359375
480;1481373222154;-0.015625;-1.671875;3.8046875;0.02294921875;0.0380859375;0.852294921875
481;1481373222301;0.234375;-0.4609375;2.5;-0.041015625;0.11181640625;0.866455078125
482;1481373222434;0.9140625;0.2109375;4.8671875;-0.10546875;0.10302734375;0.929443359375
483;1481373222574;-0.53125;-1.4375;3.0390625;-0.0458984375;0.001708984375;0.900390625
484;1481373222714;1.390625;1.734375;4.3046875;-0.262939453125;0.060546875;0.891357421875
485;1481373222854;0.4296875;0.515625;2.09375;-0.154541015625;0.005126953125;0.947998046875
486;1481373222994;0.390625;-0.71875;3.078125;-0.11083984375;0.073486328125;0.920166015625
487;1481373223134;0.0078125;-0.4140625;2.2734375;-0.05810546875;0.031494140625;0.92919921875
488;1481373223274;1.09375;-0.4296875;1.3046875;-0.075439453125;0.116455078125;0.9111328125
489;1481373223414;1.15625;0.59375;2.546875;-0.091064453125;0.105224609375;0.910888671875
490;1481373223554;1.5234375;-1.3984375;4.53125;-0.12646484375;0.088623046875;0.94775390625
491;1481373223694;0.9375;1.15625;3.0703125;-0.1982421875;0.126708984375;0.952392578125
492;1481373223834;-0.28125;-1.0703125;4.0859375;0.0283203125;0.084716796875;0.96826171875
493;1481373223974;1.4296875;2.59375;4.625;-0.01806640625;0.121826171875;0.93212890625
494;1481373224114;0.4453125;0.75;3.7578125;-0.12158203125;0.05810546875;0.98876953125
495;1481373224254;2.671875;0.296875;3.6953125;-0.075439453125;0.085693359375;0.935791015625
496;1481373224401;0.9375;-0.9921875;2.9765625;-0.0166015625;0.203125;0.947998046875
497;1481373224534;1.65625;0.4375;4.125;-0.01904296875;0.041259765625;0.946533203125
498;1481373224674;1.3203125;-1.109375;3.703125;-0.11376953125;0.038818359375;1.00317382812
499;1481373224814;1.3359375;-1.3359375;4.1796875;-0.193359375;-0.017333984375;0.960205078125
500;1481373224954;0.609375;-1.453125;1.7578125;0.01318359375;0.096923828125;0.880859375
501;1481373225094;1.0703125;0.3515625;3.328125;-0.10205078125;0.02197265625;0.9638671875
502;1481373225234;-0.734375;-1.53125;2.875;-0.127197265625;0.05224609375;0.7607421875
503;1481373225374;-0.1015625;1.5;3.0078125;-0.072021484375;0.165771484375;0.85986328125
504;1481373225514;0.9765625;-2.6953125;4.0234375;-0.072509765625;0.102783203125;0.968017578125
505;1481373225654;0.7734375;-0.25;1.8125;-0.066162109375;0.040283203125;0.944580078125
506;1481373225801;1.2265625;-0.0703125;2.265625;-0.0771484375;0.1435546875;0.90380859375
507;1481373225934;-0.4921875;-1.0546875;2.5546875;-0.01171875;0.0478515625;0.929931640625
