;timestamp;gyro-alpha;gyro-beta;gyro-gamma;accel-x;accel-y;accel-z
642;1481372718233;0.625;0.359375;3.1328125;-0.02099609375;0.041748046875;0.9716796875
643;1481372718373;0.640625;-1.671875;2.4453125;0.00732421875;0.022705078125;0.981689453125
644;1481372718513;-0.6875;-1.0078125;3.296875;-0.0439453125;0.046142578125;0.97705078125
645;1481372718660;0.640625;-0.375;2.875;0.072265625;0.05517578125;0.980224609375
646;1481372718793;0.671875;0.0390625;2.171875;-0.0380859375;0.01513671875;0.910888671875
647;1481372718933;-0.484375;-0.625;2.6171875;-0.0244140625;0.046630859375;0.888671875
648;1481372719073;2.7265625;1.6015625;2.40625;0.000244140625;0.03515625;0.9306640625
649;1481372719213;-1.375;-1.953125;3.4453125;-0.03857421875;0.0205078125;0.9716796875
650;1481372719353;2.734375;0.8046875;2.03125;-0.0244140625;0.01220703125;0.93408203125
651;1481372719493;0.3046875;0.0859375;3.140625;-0.033447265625;0.061279296875;0.990966796875
652;1481372719633;1.40625;-1.8515625;3.9375;0.0439453125;0.009033203125;1.02099609375
653;1481372719773;1.4921875;-2.28125;2.390625;-0.02490234375;0.000244140625;0.876220703125
654;1481372719913;1.578125;-1.296875;1.9140625;-0.0498046875;0.02490234375;0.894775390625
655;1481372720053;0.2890625;-0.515625;3.8984375;-0.0048828125;0.009765625;0.992431640625
656;1481372720193;0.421875;0.53125;2.4765625;0.00244140625;0.010009765625;0.957763671875
657;1481372720333;-1.40625;-0.8125;5.6484375;0.017333984375;0.0380859375;0.975830078125
658;1481372720473;0.203125;-0.4140625;2.3359375;-0.011962890625;0.05322265625;0.9365234375
659;1481372720613;0.8984375;-0.3515625;1.8671875;-0.009765625;0.099609375;0.9208984375
660;1481372720753;0.4921875;-0.9296875;2.59375;-0.082275390625;0.0185546875;0.89501953125
661;1481372720893;0.09375;-2.6640625;4.203125;0.01806640625;0.025390625;0.9501953125
662;1481372721033;0.7890625;-0.0859375;3.9296875;0.020751953125;0.00537109375;0.967041015625
663;1481372721173;1.390625;-2.296875;3.2890625;-0.01025390625;0.103515625;0.982177734375
664;1481372721313;1.8828125;-0.3046875;3.140625;0.0703125;0.020263671875;0.978271484375
665;1481372721453;-0.734375;-3.3515625;3.9609375;-0.04443359375;0.023193359375;1.01416015625
666;1481372721593;0.03125;-1.5625;3.2109375;0.01806640625;-0.031005859375;0.96044921875
667;1481372721733;0.2734375;-0.5234375;4.46875;0.01416015625;0.056640625;0.89404296875
668;1481372721873;1.3671875;-0.6875;3.1953125;-0.0009765625;-0.0048828125;1.03833007812
