;timestamp;gyro-alpha;gyro-beta;gyro-gamma;accel-x;accel-y;accel-z
856;1481372748263;0.1796875;0.015625;2.546875;-0.004150390625;0.050537109375;0.958251953125
857;1481372748403;-0.3671875;-2.5;4.8984375;0.013427734375;0.0263671875;0.927734375
858;1481372748543;1.125;0.0546875;4.375;-0.012451171875;0.034423828125;0.9033203125
859;1481372748689;1.2421875;-0.59375;2.8359375;-0.0400390625;0.0166015625;0.921630859375
860;1481372748823;0.7734375;0.25;1.9609375;0.012451171875;0.115234375;0.91650390625
861;1481372748963;0.3828125;-1.6171875;2.7890625;0.01416015625;0.020263671875;0.9990234375
862;1481372749109;1.140625;-1.09375;2.5390625;-0.027099609375;0.041259765625;0.89697265625
863;1481372749243;1.3515625;-0.8359375;3.1875;-0.063232421875;-0.020751953125;0.94775390625
864;1481372749383;0.125;-0.84375;3.4609375;-0.04248046875;0.04736328125;0.95068359375
865;1481372749523;-1.015625;-0.5859375;2.328125;0.054443359375;0.029296875;0.89990234375
866;1481372749663;-2.5859375;-2.9921875;2.6328125;0.040771484375;0.030029296875;0.900390625
867;1481372749803;0.640625;-1.734375;1.8828125;0.0078125;0.03466796875;0.918701171875
868;1481372749943;-6.4375;-3.0078125;1.484375;-0.047607421875;-0.009033203125;0.914794921875
869;1481372750083;4.2578125;1.5390625;2.8515625;-0.00146484375;0.09521484375;0.91357421875
870;1481372750229;-8.6640625;-5.4140625;3.859375;-0.009765625;0.100341796875;0.9453125
871;1481372750363;-4.609375;-4.7265625;4.3359375;-0.0517578125;0.025634765625;0.971923828125
872;1481372750503;6.71875;2.5390625;3.5859375;0.070068359375;0.03515625;0.912109375
873;1481372750643;-3.5078125;-2.9296875;2.78125;0.072998046875;0.050048828125;0.940185546875
874;1481372750783;4.7265625;3.15625;2.5234375;-0.0498046875;0.0478515625;0.9443359375
875;1481372750923;-1.2421875;-1.6875;2.109375;0.00537109375;0.080078125;0.861572265625
876;1481372751069;1.4375;-0.84375;3.359375;0.038330078125;0.07861328125;0.974853515625
877;1481372751203;3.2109375;0.6484375;2.3515625;0.002685546875;-0.02197265625;0.908203125
878;1481372751343;0.03125;1.6328125;5.0390625;-0.066650390625;0.037841796875;0.9599609375
879;1481372751483;1.640625;-0.375;4.3828125;-0.01318359375;-0.0390625;0.8935546875
880;1481372751623;0.3828125;0.1171875;3.609375;0.07958984375;0.03759765625;0.955322265625
881;1481372751769;0.578125;-0.3984375;4.25;0.013671875;0.012451171875;0.986572265625
882;1481372751903;0.9375;-1.2734375;2.921875;-0.00146484375;0.08154296875;0.973388671875
883;1481372752043;0.5546875;-1.546875;3.1875;-0.065673828125;0.029052734375;0.967529296875
884;1481372752183;0.8515625;0.171875;2.703125;0.02001953125;0.02783203125;0.914794921875
885;1481372752323;0.4921875;-0.3515625;2.4765625;-0.066650390625;-0.00927734375;0.993408203125
886;1481372752463;1.46875;-1.203125;2.46875;0.03515625;-0.019287109375;0.884033203125
887;1481372752603;1.3125;0.375;3.5703125;0.01318359375;0.060791015625;1.07348632812
